AE_CODE,DT_DEBUT,NS_ETAB_ID,CP_LOC_COM_IMPL,DT_FIN,NOM_ETAB,AE_OBJ_ID,TELEPHONE_ETAB,PROV_ETAB,TE_LIBL_CRT,DGSP_OBJ_ID,URL_ETAB,NUMERO_FASE_ETAB,CO_UNI_ID,AE_NOM,ADRS_IMPL,_version_,CO_ETUDE_ID,RESEAU,id
1 D1 2D,2014-09-01,185,1020 - BRUXELLES - LAEKEN,9999-12-31,INSTITUT NOTRE-DAME DE LOURDES,98,02-424 09 23,BRUXELLES-CAPITALE,1 D1 2D,46,,185,112,Type 1 premier degré deuxième année différenciée,Rue Edmond Tollenaere 32 ,"1,73297722942135E+018",GT2D ,Libre confessionnel,185
1 D1 2D,2014-09-01,208,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,Centre scolaire Saint-Michel,98,02 739 34 16,BRUXELLES-CAPITALE,1 D1 2D,46,,208,112,Type 1 premier degré deuxième année différenciée,Rue Dupont 20 ,"1,73297722942344E+018",GT2D ,Libre confessionnel,208
1 D1 2C,2016-09-01,209,1190 - FOREST - FOREST,9999-12-31,INSTITUT SAINT-JOSEPH D'ENSEIGNEMENT TECHNIQUE,94,02-735 81 10,BRUXELLES-CAPITALE,1 D1 2C,45,,209,112,Type 1 premier degré deuxième année commune,Rue des Alliés 315 ,"1,73297722942449E+018",GT12C,Libre confessionnel,209
1 D1 2D,2016-09-01,210,1040 - ETTERBEEK - ETTERBEEK,9999-12-31,Centre d'enseignement secondaire d'Etterbeek Ernest Richard,98,02-734 28 09,BRUXELLES-CAPITALE,1 D1 2D,46,,210,112,Type 1 premier degré deuxième année différenciée,Rue Joseph Buedts 18 ,"1,73297722942659E+018",GT2D ,Subventionné communal,210
1 D1 2C,2014-09-01,212,1040 - ETTERBEEK - ETTERBEEK,9999-12-31,ATHENEE ROYAL JEAN ABSIL,94,02-736 59 76,BRUXELLES-CAPITALE,1 D1 2C,45,,212,112,Type 1 premier degré deuxième année commune,Avenue Hansen-Soulie 27 ,"1,73297722942659E+018",GT12C,WBE,212
1 D1 2D,2014-09-01,213,1040 - ETTERBEEK - ETTERBEEK,9999-12-31,INSTITUT DE L'ENFANT-JESUS,98,02-230 46 04,BRUXELLES-CAPITALE,1 D1 2D,46,,213,112,Type 1 premier degré deuxième année différenciée,Rue Général Leman 74 ,"1,73297722942764E+018",GT2D ,Libre confessionnel,213
1 D1 2D,2014-09-01,214,1040 - ETTERBEEK - ETTERBEEK,9999-12-31,INSTITUT SAINT-STANISLAS,98,02-735 56 31,BRUXELLES-CAPITALE,1 D1 2D,46,,214,112,Type 1 premier degré deuxième année différenciée,Avenue des Nerviens 131 ,"1,73297722942869E+018",GT2D ,Libre confessionnel,214
1 D1 2D,2014-09-01,222,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,COLLEGE ROI BAUDOUIN,98,02-734 95 16,BRUXELLES-CAPITALE,1 D1 2D,46,,222,112,Type 1 premier degré deuxième année différenciée,Rue Victor Hugo 110 ,"1,73297722942974E+018",GT2D ,Libre confessionnel,222
1 D1 2D,2014-09-01,231,1140 - EVERE - EVERE,9999-12-31,ATHENEE ROYAL D'EVERE,98,02-701 97 11,BRUXELLES-CAPITALE,1 D1 2D,46,,231,112,Type 1 premier degré deuxième année différenciée,Av des Anciens Combattants 202 ,"1,73297722943288E+018",GT2D ,WBE,231
1 D1 2D,2014-09-01,246,1190 - FOREST - FOREST,9999-12-31,ATHENEE ROYAL ANDREE THOMAS,98,02-344 69 77,BRUXELLES-CAPITALE,1 D1 2D,46,,246,112,Type 1 premier degré deuxième année différenciée,Avenue Reine Marie-Henriette 47 ,"1,73297722943288E+018",GT2D ,WBE,246
1 D1 2D,2014-09-01,249,1190 - FOREST - FOREST,9999-12-31,INSTITUT SAINTE-URSULE,98,02-344 12 88,BRUXELLES-CAPITALE,1 D1 2D,46,,249,112,Type 1 premier degré deuxième année différenciée,Avenue des Armures 39 ,"1,73297722943393E+018",GT2D ,Libre confessionnel,249
1 D1 2D,2014-09-01,261,1083 - GANSHOREN - GANSHOREN,9999-12-31,COLLEGE DU SACRE-COEUR,98,02-425 87 22,BRUXELLES-CAPITALE,1 D1 2D,46,,261,112,Type 1 premier degré deuxième année différenciée,Rue Louis Delhove 65 ,"1,73297722943498E+018",GT2D ,Libre confessionnel,261
1 D1 2D,2014-09-01,262,1083 - GANSHOREN - GANSHOREN,9999-12-31,CENTRE SCOLAIRE NOTRE-DAME DE LA SAGESSE,98,02-428 11 27,BRUXELLES-CAPITALE,1 D1 2D,46,,262,112,Type 1 premier degré deuxième année différenciée,Avenue Van Overbeke 10 ,"1,73297722943603E+018",GT2D ,Libre confessionnel,262
1 D1 2C,2014-09-01,263,1083 - GANSHOREN - GANSHOREN,9999-12-31,ATHENEE ROYAL DE GANSHOREN,94,02-426 83 00,BRUXELLES-CAPITALE,1 D1 2C,45,,263,112,Type 1 premier degré deuxième année commune,Rue Auguste De Cock 1 ,"1,73297722943603E+018",GT12C,WBE,263
1 D1 2D,2014-09-01,282,1050 - IXELLES - IXELLES,9999-12-31,INSTITUT SAINT-BONIFACE- PARNASSE,98,02-511 53 49,BRUXELLES-CAPITALE,1 D1 2D,46,,282,112,Type 1 premier degré deuxième année différenciée,Rue du Viaduc 82 ,"1,73297722943708E+018",GT2D ,Libre confessionnel,282
1 D1 2D,2014-09-01,283,1050 - IXELLES - IXELLES,9999-12-31,CENTRE SCOLAIRE DE MA CAMPAGNE,98,02-538 08 38,BRUXELLES-CAPITALE,1 D1 2D,46,,283,112,Type 1 premier degré deuxième année différenciée,Rue du Page 78 ,"1,73297722943812E+018",GT2D ,Libre confessionnel,283
1 D1 2D,2014-09-01,286,1050 - IXELLES - IXELLES,9999-12-31,Collège Saint-Vincent - Saint-François,98,02-648 10 70,BRUXELLES-CAPITALE,1 D1 2D,46,,286,112,Type 1 premier degré deuxième année différenciée,Chaussée de Vleurgat 55 ,"1,73297722943917E+018",GT2D ,Libre confessionnel,286
1 D1 2D,2014-09-01,287,1050 - IXELLES - IXELLES,9999-12-31,INSTITUT SAINT-ANDRE,98,02-648 62 88,BRUXELLES-CAPITALE,1 D1 2D,46,,287,112,Type 1 premier degré deuxième année différenciée,Avenue de l'Hippodrome 180 ,"1,73297722943917E+018",GT2D ,Libre confessionnel,287
1 D1 2D,2014-09-01,288,1000 - BRUXELLES - BRUXELLES,9999-12-31,CENTRE SCOLAIRE EPERONNIERS-MERCELIS,98,02-512 60 98,BRUXELLES-CAPITALE,1 D1 2D,46,,288,112,Type 1 premier degré deuxième année différenciée,Rue de l'Etuve 56 ,"1,73297722944232E+018",GT2D ,Libre confessionnel,288
1 D1 2D,2014-09-01,290,1050 - IXELLES - IXELLES,9999-12-31,ATHENEE COMMUNAL CHARLES JANSSENS,98,02-515 75 64,BRUXELLES-CAPITALE,1 D1 2D,46,,290,112,Type 1 premier degré deuxième année différenciée,Place de Londres 5 ,"1,73297722944232E+018",GT2D ,Subventionné communal,290
1 D1 2D,2014-09-01,291,1050 - IXELLES - IXELLES,9999-12-31,CENTRE SCOLAIRE SAINT-ADRIEN - VAL DUCHESSE,98,02-672 36 08,BRUXELLES-CAPITALE,1 D1 2D,46,,291,112,Type 1 premier degré deuxième année différenciée,Schoolgat 5 ,"1,73297722944337E+018",GT2D ,Libre confessionnel,291
1 D1 2C,2014-09-01,317,1090 - JETTE - JETTE,9999-12-31,ATHENEE ROYAL DE JETTE,94,02-426 05 29,BRUXELLES-CAPITALE,1 D1 2C,45,,317,112,Type 1 premier degré deuxième année commune,Avenue de Levis Mirepoix 100 ,"1,73297722944337E+018",GT12C,WBE,317
1 D1 2D,2014-09-01,318,1090 - JETTE - JETTE,9999-12-31,Centre scolaire du Sacré-Coeur - Section Humanités,98,02-478 71 90,BRUXELLES-CAPITALE,1 D1 2D,46,,318,112,Type 1 premier degré deuxième année différenciée,Avenue du Sacré-Coeur 8 ,"1,73297722944337E+018",GT2D ,Libre confessionnel,318
1 D1 2D,2014-09-01,319,1090 - JETTE - JETTE,9999-12-31,COLLEGE SAINT-PIERRE,98,02-421 43 30,BRUXELLES-CAPITALE,1 D1 2D,46,,319,112,Type 1 premier degré deuxième année différenciée,Rue Jean-Baptiste Verbeyst 25 ,"1,73297722944442E+018",GT2D ,Libre confessionnel,319
1 D1 2C,2014-09-01,326,1081 - KOEKELBERG - KOEKELBERG,9999-12-31,ATHENEE ROYAL DE KOEKELBERG,94,02-414 77 28,BRUXELLES-CAPITALE,1 D1 2C,45,,326,112,Type 1 premier degré deuxième année commune,Rue Omer Lepreux 15 ,"1,73297722944442E+018",GT12C,WBE,326
1 D1 2D,2014-09-01,327,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,9999-12-31,INSTITUT DES URSULINES,98,02-414 11 11,BRUXELLES-CAPITALE,1 D1 2D,46,,327,112,Type 1 premier degré deuxième année différenciée,Avenue du Sippelberg 10 ,"1,73297722944546E+018",GT2D ,Libre confessionnel,327
1 D1 2D,2014-09-01,347,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,9999-12-31,ATHENEE ROYAL DU SIPPELBERG,98,02-414 35 75,BRUXELLES-CAPITALE,1 D1 2D,46,,347,112,Type 1 premier degré deuxième année différenciée,Rue de la Prospérité 14 ,"1,73297722944546E+018",GT2D ,WBE,347
1 D1 2D,2014-09-01,352,7070 - LE ROEULX - LE ROEULX,9999-12-31,Campus Saint-Jean,98,02-412 04 80,BRUXELLES-CAPITALE,1 D1 2D,46,,352,112,Type 1 premier degré deuxième année différenciée,RUE PAUL JANSON 26 ,"1,73297722944651E+018",GT2D ,Libre confessionnel,352
1 D1 2D,2013-09-01,365,1060 - SAINT-GILLES - SAINT-GILLES,9999-12-31,ATHENEE ROYAL VICTOR HORTA,98,02-538 27 42,BRUXELLES-CAPITALE,1 D1 2D,46,,365,112,Type 1 premier degré deuxième année différenciée,Rue de la Rhétorique 16 ,"1,73297722944651E+018",GT2D ,WBE,365
1 D1 2D,2014-09-01,366,1060 - SAINT-GILLES - SAINT-GILLES,9999-12-31,INSTITUT DES FILLES DE MARIE,98,02-537 78 51,BRUXELLES-CAPITALE,1 D1 2D,46,,366,112,Type 1 premier degré deuxième année différenciée,Rue Théodore Verhaegen 8 ,"1,73297722944651E+018",GT2D ,Libre confessionnel,366
1 D1 2D,2014-09-01,367,1060 - SAINT-GILLES - SAINT-GILLES,9999-12-31,INSTITUT SAINT-JEAN-BAPTISTE DE LA SALLE,98,02-537 12 43,BRUXELLES-CAPITALE,1 D1 2D,46,,367,112,Type 1 premier degré deuxième année différenciée,Rue Moris 19 ,"1,73297722944756E+018",GT2D ,Libre confessionnel,367
1 D1 2D,2014-09-01,388,1210 - SAINT-JOSSE-TEN-NOODE - SAINT-JOSSE-TEN-NOODE,9999-12-31,CENTRE SCOLAIRE DES DAMES DE MARIE-HAECHT-PHILOMENE-LIMITE,98,02-217 67 47,BRUXELLES-CAPITALE,1 D1 2D,46,,388,112,Type 1 premier degré deuxième année différenciée,Rue de la Limite 27 ,"1,73297722944756E+018",GT2D ,Libre confessionnel,388
1 D1 2D,2014-09-01,390,1210 - SAINT-JOSSE-TEN-NOODE - SAINT-JOSSE-TEN-NOODE,9999-12-31,LYCEE GUY CUDELL,98,02-220 28 10,BRUXELLES-CAPITALE,1 D1 2D,46,,390,112,Type 1 premier degré deuxième année différenciée,Rue de Liedekerke 66 ,"1,73297722944861E+018",GT2D ,Subventionné communal,390
1 D1 2D,2014-09-01,419,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,ATHENEE ROYAL ALFRED VERWEE,98,02-244 91 91,BRUXELLES-CAPITALE,1 D1 2D,46,,419,112,Type 1 premier degré deuxième année différenciée,Rue Verwée 12 ,"1,73297722944861E+018",GT2D ,WBE,419
1 D1 2D,2014-09-01,420,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,ATHENEE COMMUNAL FERNAND BLUM,98,02-243 17 80,BRUXELLES-CAPITALE,1 D1 2D,46,,420,112,Type 1 premier degré deuxième année différenciée,Avenue Ernest Renan 12 ,"1,73297722944966E+018",GT2D ,Subventionné communal,420
1 D1 2D,2014-09-01,421,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,LYCEE COMMUNAL EMILE MAX,98,02-240 43 40,BRUXELLES-CAPITALE,1 D1 2D,46,,421,112,Type 1 premier degré deuxième année différenciée,Chaussée de Haecht 235 ,"1,73297722944966E+018",GT2D ,Subventionné communal,421
1 D1 2D,2014-09-01,422,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,CENTRE SCOLAIRE SAINTE-MARIE - LA SAGESSE,98,02-216 81 67,BRUXELLES-CAPITALE,1 D1 2D,46,,422,112,Type 1 premier degré deuxième année différenciée,Chaussée de Haecht 164 ,"1,73297722945071E+018",GT2D ,Libre confessionnel,422
1 D1 2D,2014-09-01,423,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,INSTITUT DE LA SAINTE-FAMILLE D'HELMET,98,02-216 61 81,BRUXELLES-CAPITALE,1 D1 2D,46,,423,112,Type 1 premier degré deuxième année différenciée,Rue Chaumontel 9 ,"1,73297722945071E+018",GT2D ,Libre confessionnel,423
1 D1 2D,2014-09-01,428,7070 - LE ROEULX - LE ROEULX,9999-12-31,INSTITUT TECHNIQUE CARDINAL MERCIER - NOTRE-DAME DU SACRE-COEUR,98,02-216 21 97,BRUXELLES-CAPITALE,1 D1 2D,46,,428,112,Type 1 premier degré deuxième année différenciée,RUE DE LA VICTOIRE 22 A,"1,73297722946224E+018",GT2D ,Libre confessionnel,428
1 D1 2D,2014-09-01,429,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,INSTITUT COMMUNAL TECHNIQUE FRANS FISCHER,98,02-240 17 80,BRUXELLES-CAPITALE,1 D1 2D,46,,429,112,Type 1 premier degré deuxième année différenciée,Rue Général Eenens 66 ,"1,73297722946329E+018",GT2D ,Subventionné communal,429
1 D1 2D,2014-09-01,432,1030 - SCHAERBEEK - SCHAERBEEK,9999-12-31,INSTITUT SAINT-DOMINIQUE,98,02-240 16 10,BRUXELLES-CAPITALE,1 D1 2D,46,,432,112,Type 1 premier degré deuxième année différenciée,Rue Caporal Claes 38 ,"1,73297722946329E+018",GT2D ,Libre confessionnel,432
1 D1 2C,2014-09-01,460,1180 - UCCLE - UCCLE,9999-12-31,ATHENEE ROYAL D'UCCLE I,94,02-374 05 84,BRUXELLES-CAPITALE,1 D1 2C,45,,460,112,Type 1 premier degré deuxième année commune,Avenue Houzeau 87 ,"1,73297722946329E+018",GT12C,WBE,460
1 D1 2D,2014-09-01,462,1180 - UCCLE - UCCLE,9999-12-31,ECOLE DECROLY,98,02-374 17 03,BRUXELLES-CAPITALE,1 D1 2D,46,,462,112,Type 1 premier degré deuxième année différenciée,Avenue Hamoir 6 ,"1,73297722946434E+018",GT2D ,Libre non confessionnel,462
1 D1 2D,2014-09-01,463,1180 - UCCLE - UCCLE,9999-12-31,COLLEGE SAINT-PIERRE,98,02-344 50 58,BRUXELLES-CAPITALE,1 D1 2D,46,,463,112,Type 1 premier degré deuxième année différenciée,Avenue Coghen 213 ,"1,73297722946434E+018",GT2D ,Libre confessionnel,463
1 D1 2D,2014-09-01,464,1180 - UCCLE - UCCLE,9999-12-31,CENTRE D'ENSEIGNEMENT SECONDAIRE LIBRE NOTRE-DAME DES CHAMPS,98,02-374 58 40,BRUXELLES-CAPITALE,1 D1 2D,46,,464,112,Type 1 premier degré deuxième année différenciée,Rue Edith Cavell 143 ,"1,73297722946434E+018",GT2D ,Libre confessionnel,464
1 D1 2C,2013-09-01,465,1180 - UCCLE - UCCLE,9999-12-31,ATHENEE ROYAL D'UCCLE II,94,02-374 37 91,BRUXELLES-CAPITALE,1 D1 2C,45,,465,112,Type 1 premier degré deuxième année commune,Avenue des Tilleuls 24 ,"1,73297722946434E+018",GT12C,WBE,465
1 D1 2D,2014-09-01,466,1190 - FOREST - FOREST,9999-12-31,INSTITUT SAINT-VINCENT DE PAUL,98,02-345 46 26,BRUXELLES-CAPITALE,1 D1 2D,46,,466,112,Type 1 premier degré deuxième année différenciée,Av Fontaine Vanderstraeten 11 ,"1,73297722946539E+018",GT2D ,Libre confessionnel,466
1 D1 2D,2014-09-01,480,1180 - UCCLE - UCCLE,9999-12-31,ATHENEE GANENOU,98,02-376 11 76,BRUXELLES-CAPITALE,1 D1 2D,46,,480,112,Type 1 premier degré deuxième année différenciée,Rue du Melkriek 3 ,"1,73297722946539E+018",GT2D ,Libre confessionnel,480
1 D1 2D,2014-09-01,492,1170 - WATERMAEL-BOITSFORT - WATERMAEL-BOITSFORT,9999-12-31,COLLEGE SAINT-HUBERT,98,02-660 19 40,BRUXELLES-CAPITALE,1 D1 2D,46,,492,112,Type 1 premier degré deuxième année différenciée,Avenue Charle-Albert 9 ,"1,73297722946539E+018",GT2D ,Libre confessionnel,492
1 D1 2D,2014-09-01,494,1170 - WATERMAEL-BOITSFORT - WATERMAEL-BOITSFORT,9999-12-31,INSTITUT DE L'ASSOMPTION,98,02-663 82 90,BRUXELLES-CAPITALE,1 D1 2D,46,,494,112,Type 1 premier degré deuxième année différenciée,Avenue Alfred Solvay 4 ,"1,73297722946644E+018",GT2D ,Libre confessionnel,494
1 D1 2D,2014-09-01,513,1200 - WOLUWE-SAINT-LAMBERT - WOLUWE-SAINT-LAMBERT,9999-12-31,ATHENEE ROYAL WOLUWE-SAINT-LAMBERT,98,02-776 82 60,BRUXELLES-CAPITALE,1 D1 2D,46,,513,112,Type 1 premier degré deuxième année différenciée,Rue de l'Athénée Royal 75-77 ,"1,73297722946644E+018",GT2D ,WBE,513
