"NS_ETAB_ID","CO_ETUDE_ID","TE_LM","CO_VALEUR","DT_DEBUT","DT_FIN","SW_LM_1","SW_LM_2","SW_LM_3","SW_LM_1_OBG","SW_LM_2_OBG","SW_LM_3_OBG"
782,PQ33B,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
782,PQ33B,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
782,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
782,TQC4 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
782,TQC4 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
782,TQC4 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
782,TQC5 ,Anglais,EN,2021-09-01,9999-12-31,O,N,N,N,N,N
782,TQC5 ,Néerlandais,NL,2021-09-01,9999-12-31,O,N,N,N,N,N
782,TQC6 ,Anglais,EN,2021-09-01,9999-12-31,O,N,N,N,N,N
782,TQC6 ,Néerlandais,NL,2021-09-01,9999-12-31,O,N,N,N,N,N
782,TQ2CC,Anglais,EN,2021-09-01,9999-12-31,O,N,N,N,N,N
782,TQ2CC,Néerlandais,NL,2021-09-01,9999-12-31,O,N,N,N,N,N
782,TQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ3C ,Allemand,DE,2019-09-01,9999-12-31,O,N,N,N,N,N
782,TQ3C ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,N,N,N
782,TQ3C ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
782,TQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,O,N,N
782,TT21 ,Anglais,EN,2018-09-01,2018-09-30,O,N,N,N,N,N
782,TT21 ,Anglais,EN,2018-10-01,9999-12-31,O,N,N,N,N,N
782,TT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
782,TT22 ,Anglais,EN,2018-09-01,2018-09-30,O,N,N,N,N,N
782,TT22 ,Anglais,EN,2018-10-01,9999-12-31,O,N,N,N,N,N
782,TT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
782,TT22R,Anglais,EN,2018-09-01,2018-09-30,O,N,N,N,N,N
782,TT22R,Anglais,EN,2018-10-01,9999-12-31,O,N,N,N,N,N
782,TT22R,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
782,TT31 ,Anglais,EN,2014-09-01,2020-08-31,N,N,O,N,N,N
782,TT31 ,Anglais,EN,2020-09-01,2020-09-30,O,N,O,N,N,N
782,TT31 ,Anglais,EN,2020-10-01,9999-12-31,O,N,O,N,N,N
782,TT31 ,Néerlandais,NL,2018-09-01,2020-08-31,O,N,N,N,N,N
782,TT31 ,Néerlandais,NL,2020-09-01,2020-09-30,O,N,O,N,N,N
782,TT31 ,Néerlandais,NL,2020-10-01,9999-12-31,O,N,O,N,N,N
782,TT32 ,Anglais,EN,2014-09-01,2020-08-31,N,N,O,N,N,N
782,TT32 ,Anglais,EN,2020-09-01,2020-09-30,O,N,O,N,N,N
782,TT32 ,Anglais,EN,2020-10-01,9999-12-31,O,N,O,N,N,N
782,TT32 ,Néerlandais,NL,2018-09-01,2020-08-31,O,N,N,N,N,N
782,TT32 ,Néerlandais,NL,2020-09-01,2020-09-30,O,N,O,N,N,N
782,TT32 ,Néerlandais,NL,2020-10-01,9999-12-31,O,N,O,N,N,N
783,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
783,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
783,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
783,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
783,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
783,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
783,GT21 ,Anglais,EN,2014-09-01,2018-08-31,N,O,N,N,N,N
783,GT21 ,Anglais,EN,2018-09-01,2018-09-30,O,O,N,N,N,N
783,GT21 ,Anglais,EN,2018-10-01,9999-12-31,O,O,N,N,N,N
783,GT21 ,Néerlandais,NL,2014-09-01,2018-08-31,O,N,N,N,N,N
783,GT21 ,Néerlandais,NL,2018-09-01,2018-09-30,O,O,N,N,N,N
783,GT21 ,Néerlandais,NL,2018-10-01,9999-12-31,O,O,N,N,N,N
783,GT22 ,Anglais,EN,2014-09-01,2018-08-31,N,O,N,N,N,N
783,GT22 ,Anglais,EN,2018-09-01,2018-09-30,O,O,N,N,N,N
783,GT22 ,Anglais,EN,2018-10-01,9999-12-31,O,O,N,N,N,N
783,GT22 ,Néerlandais,NL,2014-09-01,2018-08-31,O,N,N,N,N,N
783,GT22 ,Néerlandais,NL,2018-09-01,2018-09-30,O,O,N,N,N,N
783,GT22 ,Néerlandais,NL,2018-10-01,9999-12-31,O,O,N,N,N,N
783,GT31 ,Anglais,EN,2014-09-01,2015-08-31,N,O,O,N,N,N
783,GT31 ,Anglais,EN,2015-09-01,2020-08-31,N,O,O,N,N,N
783,GT31 ,Anglais,EN,2020-09-01,2020-09-30,O,O,O,N,N,N
783,GT31 ,Anglais,EN,2020-10-01,9999-12-31,O,O,O,N,N,N
783,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
783,GT31 ,Néerlandais,NL,2014-09-01,2020-08-31,O,N,N,N,N,N
783,GT31 ,Néerlandais,NL,2020-09-01,2020-09-30,O,O,N,N,N,N
783,GT31 ,Néerlandais,NL,2020-10-01,9999-12-31,O,O,N,N,N,N
783,GT32 ,Anglais,EN,2014-09-01,2015-08-31,N,O,O,N,N,N
783,GT32 ,Anglais,EN,2015-09-01,2020-08-31,N,O,O,N,N,N
783,GT32 ,Anglais,EN,2020-09-01,2020-09-30,O,O,O,N,N,N
783,GT32 ,Anglais,EN,2020-10-01,9999-12-31,O,O,O,N,N,N
783,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
783,GT32 ,Néerlandais,NL,2014-09-01,2020-08-31,O,N,N,N,N,N
783,GT32 ,Néerlandais,NL,2020-09-01,2020-09-30,O,O,N,N,N,N
783,GT32 ,Néerlandais,NL,2020-10-01,9999-12-31,O,O,N,N,N,N
783,GT33L,Anglais,EN,2014-09-01,2015-08-31,N,O,O,N,N,N
783,GT33L,Anglais,EN,2015-09-01,2020-08-31,N,O,O,N,N,N
783,GT33L,Anglais,EN,2020-09-01,2020-09-30,O,O,O,N,N,N
783,GT33L,Anglais,EN,2020-10-01,9999-12-31,O,O,O,N,N,N
783,GT33L,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
783,GT33L,Néerlandais,NL,2014-09-01,2020-08-31,O,N,N,N,N,N
783,GT33L,Néerlandais,NL,2020-09-01,2020-09-30,O,O,N,N,N,N
783,GT33L,Néerlandais,NL,2020-10-01,9999-12-31,O,O,N,N,N,N
783,GT33M,Anglais,EN,2014-09-01,2015-08-31,N,O,O,N,N,N
783,GT33M,Anglais,EN,2015-09-01,2020-08-31,N,O,O,N,N,N
783,GT33M,Anglais,EN,2020-09-01,2020-09-30,O,O,O,N,N,N
783,GT33M,Anglais,EN,2020-10-01,9999-12-31,O,O,O,N,N,N
783,GT33M,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
783,GT33M,Néerlandais,NL,2014-09-01,2020-08-31,O,N,N,N,N,N
783,GT33M,Néerlandais,NL,2020-09-01,2020-09-30,O,O,N,N,N,N
783,GT33M,Néerlandais,NL,2020-10-01,9999-12-31,O,O,N,N,N,N
783,GT33P,Anglais,EN,2014-09-01,2015-08-31,N,O,O,N,N,N
783,GT33P,Anglais,EN,2015-09-01,2020-08-31,N,O,O,N,N,N
783,GT33P,Anglais,EN,2020-09-01,2020-09-30,O,O,O,N,N,N
783,GT33P,Anglais,EN,2020-10-01,9999-12-31,O,O,O,N,N,N
783,GT33P,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
783,GT33P,Néerlandais,NL,2014-09-01,2020-08-31,O,N,N,N,N,N
783,GT33P,Néerlandais,NL,2020-09-01,2020-09-30,O,O,N,N,N,N
783,GT33P,Néerlandais,NL,2020-10-01,9999-12-31,O,O,N,N,N,N
783,GT33S,Anglais,EN,2014-09-01,2015-08-31,N,O,O,N,N,N
783,GT33S,Anglais,EN,2015-09-01,2020-08-31,N,O,O,N,N,N
783,GT33S,Anglais,EN,2020-09-01,2020-09-30,O,O,O,N,N,N
783,GT33S,Anglais,EN,2020-10-01,9999-12-31,O,O,O,N,N,N
783,GT33S,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
783,GT33S,Néerlandais,NL,2014-09-01,2020-08-31,O,N,N,N,N,N
783,GT33S,Néerlandais,NL,2020-09-01,2020-09-30,O,O,N,N,N,N
783,GT33S,Néerlandais,NL,2020-10-01,9999-12-31,O,O,N,N,N,N
827,GT11C,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
827,GT11C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
827,GT11D,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
827,GT12C,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
827,GT12C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
827,GT12S,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
827,GT12S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
827,GT2D ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
827,GT21 ,Anglais,EN,2014-09-01,2017-08-31,N,O,N,N,N,N
827,GT21 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
827,GT21 ,Néerlandais,NL,2014-09-01,2017-08-31,N,O,N,N,N,N
827,GT21 ,Néerlandais,NL,2017-09-01,9999-12-31,O,O,N,N,N,N
827,GT22 ,Anglais,EN,2014-09-01,2017-08-31,N,O,N,N,N,N
827,GT22 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
827,GT22 ,Néerlandais,NL,2014-09-01,2017-08-31,N,O,N,N,N,N
827,GT22 ,Néerlandais,NL,2017-09-01,9999-12-31,O,O,N,N,N,N
827,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT31 ,Espagnol,ES,2014-09-01,2021-08-31,N,N,O,N,N,N
827,GT31 ,Espagnol,ES,2021-09-01,2022-08-30,N,N,O,N,N,N
827,GT31 ,Espagnol,ES,2022-08-31,9999-12-31,N,N,O,N,N,N
827,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT32 ,Espagnol,ES,2014-09-01,2021-08-31,N,N,O,N,N,N
827,GT32 ,Espagnol,ES,2021-09-01,2022-08-30,N,N,O,N,N,N
827,GT32 ,Espagnol,ES,2022-08-31,9999-12-31,N,N,O,N,N,N
827,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT33L,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT33L,Espagnol,ES,2014-09-01,2021-08-31,N,N,O,N,N,N
827,GT33L,Espagnol,ES,2021-09-01,2022-08-30,N,N,O,N,N,N
827,GT33L,Espagnol,ES,2022-08-31,9999-12-31,N,N,O,N,N,N
827,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT33M,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT33M,Espagnol,ES,2014-09-01,2021-08-31,N,N,O,N,N,N
827,GT33M,Espagnol,ES,2021-09-01,2022-08-30,N,N,O,N,N,N
827,GT33M,Espagnol,ES,2022-08-31,9999-12-31,N,N,O,N,N,N
827,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT33P,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT33P,Espagnol,ES,2014-09-01,2021-08-31,N,N,O,N,N,N
827,GT33P,Espagnol,ES,2021-09-01,2022-08-30,N,N,O,N,N,N
827,GT33P,Espagnol,ES,2022-08-31,9999-12-31,N,N,O,N,N,N
827,GT33P,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT33S,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
827,GT33S,Espagnol,ES,2014-09-01,2021-08-31,N,N,O,N,N,N
827,GT33S,Espagnol,ES,2021-09-01,2022-08-30,N,N,O,N,N,N
827,GT33S,Espagnol,ES,2022-08-31,9999-12-31,N,N,O,N,N,N
827,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
827,PQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
827,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
827,TT21 ,Anglais,EN,2017-09-01,9999-12-31,O,N,N,N,N,N
827,TT21 ,Néerlandais,NL,2017-09-01,9999-12-31,O,N,N,N,N,N
827,TT22 ,Anglais,EN,2017-09-01,9999-12-31,O,N,N,N,N,N
827,TT22 ,Néerlandais,NL,2017-09-01,9999-12-31,O,N,N,N,N,N
827,TT31 ,Anglais,EN,2016-09-01,9999-12-31,O,O,N,N,N,N
827,TT31 ,Néerlandais,NL,2016-09-01,9999-12-31,O,O,N,N,N,N
827,TT32 ,Anglais,EN,2016-09-01,9999-12-31,O,O,N,N,N,N
827,TT32 ,Néerlandais,NL,2016-09-01,9999-12-31,O,O,N,N,N,N
908,GT11C,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
908,GT11C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
908,GT12C,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
908,GT12C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
908,GT12S,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
908,GT12S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
908,GT21 ,Anglais,EN,2014-09-01,2015-08-31,N,O,N,N,N,N
908,GT21 ,Anglais,EN,2015-09-01,9999-12-31,O,O,N,N,N,N
908,GT21 ,Néerlandais,NL,2014-09-01,2015-08-31,N,O,N,N,N,N
908,GT21 ,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
908,GT22 ,Anglais,EN,2014-09-01,2015-08-31,N,O,N,N,N,N
908,GT22 ,Anglais,EN,2015-09-01,9999-12-31,O,O,N,N,N,N
908,GT22 ,Néerlandais,NL,2014-09-01,2015-08-31,N,O,N,N,N,N
908,GT22 ,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
908,GT31 ,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT32 ,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT33L,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT33L,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT33L,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT33M,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT33M,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT33M,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT33P,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT33P,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT33P,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT33P,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT33S,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT33S,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
908,GT33S,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
908,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
908,TT21 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
908,TT21 ,Néerlandais,NL,2017-09-01,9999-12-31,O,O,N,N,N,N
908,TT22 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
908,TT22 ,Néerlandais,NL,2017-09-01,9999-12-31,O,O,N,N,N,N
908,TT31 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
908,TT31 ,Néerlandais,NL,2017-09-01,9999-12-31,O,O,N,N,N,N
908,TT32 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
908,TT32 ,Néerlandais,NL,2017-09-01,9999-12-31,O,O,N,N,N,N
909,GT11C,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
909,GT11C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
909,GT11S,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
909,GT11S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
909,GT12C,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
909,GT12C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
909,GT12S,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
909,GT12S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
909,GT21 ,Allemand,DE,2014-09-01,2016-08-31,N,O,N,N,N,N
909,GT21 ,Allemand,DE,2016-09-01,9999-12-31,O,O,N,N,N,N
909,GT21 ,Anglais,EN,2014-09-01,2016-08-31,N,O,N,N,N,N
909,GT21 ,Anglais,EN,2016-09-01,9999-12-31,O,O,N,N,N,N
909,GT21 ,Néerlandais,NL,2014-09-01,2016-08-31,N,O,N,N,N,N
909,GT21 ,Néerlandais,NL,2016-09-01,9999-12-31,O,O,N,N,N,N
909,GT22 ,Allemand,DE,2014-09-01,2016-08-31,N,O,N,N,N,N
909,GT22 ,Allemand,DE,2016-09-01,9999-12-31,O,O,N,N,N,N
909,GT22 ,Anglais,EN,2014-09-01,2016-08-31,N,O,N,N,N,N
909,GT22 ,Anglais,EN,2016-09-01,9999-12-31,O,O,N,N,N,N
909,GT22 ,Néerlandais,NL,2014-09-01,2016-08-31,N,O,N,N,N,N
909,GT22 ,Néerlandais,NL,2016-09-01,9999-12-31,O,O,N,N,N,N
909,GT31 ,Allemand,DE,2014-09-01,9999-12-31,N,O,O,N,N,N
909,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT31 ,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
909,GT31 ,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
909,GT31 ,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
909,GT31 ,Chinois,CH,2019-10-01,9999-12-31,N,N,O,N,N,N
909,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
909,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT32 ,Allemand,DE,2014-09-01,9999-12-31,N,O,O,N,N,N
909,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT32 ,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
909,GT32 ,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
909,GT32 ,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
909,GT32 ,Chinois,CH,2019-10-01,9999-12-31,N,N,O,N,N,N
909,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
909,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT33L,Allemand,DE,2014-09-01,9999-12-31,N,O,O,N,N,N
909,GT33L,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT33L,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
909,GT33L,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
909,GT33L,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
909,GT33L,Chinois,CH,2019-10-01,9999-12-31,N,N,O,N,N,N
909,GT33L,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
909,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT33M,Allemand,DE,2014-09-01,9999-12-31,N,O,O,N,N,N
909,GT33M,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT33M,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
909,GT33M,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
909,GT33M,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
909,GT33M,Chinois,CH,2019-10-01,9999-12-31,N,N,O,N,N,N
909,GT33M,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
909,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT33P,Allemand,DE,2014-09-01,9999-12-31,N,O,O,N,N,N
909,GT33P,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT33P,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
909,GT33P,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
909,GT33P,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
909,GT33P,Chinois,CH,2019-10-01,9999-12-31,N,N,O,N,N,N
909,GT33P,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
909,GT33P,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT33S,Allemand,DE,2014-09-01,9999-12-31,N,O,O,N,N,N
909,GT33S,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
909,GT33S,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
909,GT33S,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
909,GT33S,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
909,GT33S,Chinois,CH,2019-10-01,9999-12-31,N,N,O,N,N,N
909,GT33S,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
909,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
909,TT21 ,Anglais,EN,2017-09-01,2019-08-31,O,N,N,N,N,N
909,TT21 ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,N,N,N
909,TT21 ,Néerlandais,NL,2017-09-01,2019-08-31,O,N,N,N,N,N
909,TT21 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
909,TT22 ,Anglais,EN,2017-09-01,2019-08-31,O,N,N,N,N,N
909,TT22 ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,N,N,N
909,TT22 ,Néerlandais,NL,2017-09-01,2019-08-31,O,N,N,N,N,N
909,TT22 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
910,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT11D,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT11D,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT2D ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT2D ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
910,GT21 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
910,GT21 ,Espagnol,ES,2020-09-01,2020-09-30,N,O,N,N,N,N
