ACTE_OBJ_ID,ACTE_BRA,ACTE_NOM,ACTE_PER,UNIE_OBJ_ID
19177,2,AUTONOMIE,16,34346
19177,2,AUTONOMIE,16,34386
19177,2,AUTONOMIE,16,34470
19177,2,AUTONOMIE,16,34469
19177,2,AUTONOMIE,16,34364
19177,2,AUTONOMIE,16,34378
19177,2,AUTONOMIE,16,34367
19177,2,AUTONOMIE,16,34366
19177,2,AUTONOMIE,16,34365
19177,2,AUTONOMIE,16,34363
19177,2,AUTONOMIE,16,34290
19177,2,AUTONOMIE,16,34033
19177,2,AUTONOMIE,16,34026
19177,2,AUTONOMIE,16,33975
19177,2,AUTONOMIE,16,35096
19177,2,AUTONOMIE,16,35364
19177,2,AUTONOMIE,16,35360
19177,2,AUTONOMIE,16,35342
19177,2,AUTONOMIE,16,35341
19177,2,AUTONOMIE,16,35320
19177,2,AUTONOMIE,16,35262
19177,2,AUTONOMIE,16,35214
19177,2,AUTONOMIE,16,35125
19177,2,AUTONOMIE,16,35124
19177,2,AUTONOMIE,16,35123
19177,2,AUTONOMIE,16,35119
19177,2,AUTONOMIE,16,35085
19177,2,AUTONOMIE,16,35038
19177,2,AUTONOMIE,16,35037
19177,2,AUTONOMIE,16,35036
19177,2,AUTONOMIE,16,35035
19177,2,AUTONOMIE,16,35029
19177,2,AUTONOMIE,16,35006
19177,2,AUTONOMIE,16,38002
19177,2,AUTONOMIE,16,37986
19177,2,AUTONOMIE,16,18299
19177,2,AUTONOMIE,16,18789
19177,2,AUTONOMIE,16,18942
19177,2,AUTONOMIE,16,32506
19177,2,AUTONOMIE,16,33040
19177,2,AUTONOMIE,16,33034
19177,2,AUTONOMIE,16,32791
19177,2,AUTONOMIE,16,18941
19177,2,AUTONOMIE,16,18940
19177,2,AUTONOMIE,16,18939
19177,2,AUTONOMIE,16,18890
19177,2,AUTONOMIE,16,18298
19177,2,AUTONOMIE,16,18105
19177,2,AUTONOMIE,16,18215
19177,2,AUTONOMIE,16,18213
19177,2,AUTONOMIE,16,18209
19177,2,AUTONOMIE,16,18208
19177,2,AUTONOMIE,16,18104
19177,2,AUTONOMIE,16,18084
19177,2,AUTONOMIE,16,18071
19177,2,AUTONOMIE,16,18061
19177,2,AUTONOMIE,16,18046
19177,2,AUTONOMIE,16,18014
19177,2,AUTONOMIE,16,18013
19177,2,AUTONOMIE,16,18012
19177,2,AUTONOMIE,16,18011
19177,2,AUTONOMIE,16,18010
19177,2,AUTONOMIE,16,18009
19177,2,AUTONOMIE,16,18008
19177,2,AUTONOMIE,16,18007
19177,2,AUTONOMIE,16,18006
19177,2,AUTONOMIE,16,18005
19177,2,AUTONOMIE,16,17919
19177,2,AUTONOMIE,16,37732
19177,2,AUTONOMIE,16,36346
19177,2,AUTONOMIE,16,36146
19177,2,AUTONOMIE,16,36239
19177,2,AUTONOMIE,16,36277
19177,2,AUTONOMIE,16,36291
19177,2,AUTONOMIE,16,36290
19177,2,AUTONOMIE,16,36289
19177,2,AUTONOMIE,16,36288
19177,2,AUTONOMIE,16,36173
19177,2,AUTONOMIE,16,36145
19177,2,AUTONOMIE,16,36135
19177,2,AUTONOMIE,16,36125
19177,2,AUTONOMIE,16,36124
19177,2,AUTONOMIE,16,36654
19177,2,AUTONOMIE,16,36793
19177,2,AUTONOMIE,16,36955
19177,2,AUTONOMIE,16,36954
19177,2,AUTONOMIE,16,36953
19177,2,AUTONOMIE,16,36952
19177,2,AUTONOMIE,16,36951
19177,2,AUTONOMIE,16,36950
19177,2,AUTONOMIE,16,36852
19177,2,AUTONOMIE,16,36899
19177,2,AUTONOMIE,16,36891
19177,2,AUTONOMIE,16,36890
19177,2,AUTONOMIE,16,36889
19177,2,AUTONOMIE,16,36888
19177,2,AUTONOMIE,16,36844
19177,2,AUTONOMIE,16,36843
19177,2,AUTONOMIE,16,36842
19177,2,AUTONOMIE,16,36841
19177,2,AUTONOMIE,16,36840
19177,2,AUTONOMIE,16,36783
19177,2,AUTONOMIE,16,36782
19177,2,AUTONOMIE,16,36781
19177,2,AUTONOMIE,16,36780
19177,2,AUTONOMIE,16,36777
19177,2,AUTONOMIE,16,36776
19177,2,AUTONOMIE,16,36725
19177,2,AUTONOMIE,16,36775
19177,2,AUTONOMIE,16,36710
19177,2,AUTONOMIE,16,36709
19177,2,AUTONOMIE,16,36708
19177,2,AUTONOMIE,16,36707
19177,2,AUTONOMIE,16,36704
19177,2,AUTONOMIE,16,36702
19177,2,AUTONOMIE,16,36700
19177,2,AUTONOMIE,16,36630
19177,2,AUTONOMIE,16,36629
19177,2,AUTONOMIE,16,36628
19177,2,AUTONOMIE,16,36627
19177,2,AUTONOMIE,16,36624
19177,2,AUTONOMIE,16,36622
19177,2,AUTONOMIE,16,36620
19177,2,AUTONOMIE,16,36573
19177,2,AUTONOMIE,16,36572
19177,2,AUTONOMIE,16,36571
19177,2,AUTONOMIE,16,36550
19177,2,AUTONOMIE,16,36545
19177,2,AUTONOMIE,16,36538
19177,2,AUTONOMIE,16,36464
19177,2,AUTONOMIE,16,36454
19177,2,AUTONOMIE,16,36436
19177,2,AUTONOMIE,16,36406
19177,2,AUTONOMIE,16,36391
19177,2,AUTONOMIE,16,37325
19177,2,AUTONOMIE,16,37546
19177,2,AUTONOMIE,16,37504
19177,2,AUTONOMIE,16,37503
19177,2,AUTONOMIE,16,37488
19177,2,AUTONOMIE,16,37487
19177,2,AUTONOMIE,16,37486
19177,2,AUTONOMIE,16,37485
19177,2,AUTONOMIE,16,37477
19177,2,AUTONOMIE,16,37476
19177,2,AUTONOMIE,16,37475
19177,2,AUTONOMIE,16,37474
19177,2,AUTONOMIE,16,37473
19177,2,AUTONOMIE,16,37464
19177,2,AUTONOMIE,16,37427
19177,2,AUTONOMIE,16,37426
19177,2,AUTONOMIE,16,37385
19177,2,AUTONOMIE,16,37407
19177,2,AUTONOMIE,16,37371
19177,2,AUTONOMIE,16,37307
19177,2,AUTONOMIE,16,37300
19177,2,AUTONOMIE,16,37293
19177,2,AUTONOMIE,16,37281
19177,2,AUTONOMIE,16,37279
19177,2,AUTONOMIE,16,37276
19177,2,AUTONOMIE,16,37275
19177,2,AUTONOMIE,16,37256
19177,2,AUTONOMIE,16,37195
19177,2,AUTONOMIE,16,37062
19177,2,AUTONOMIE,16,37061
19177,2,AUTONOMIE,16,37060
19177,2,AUTONOMIE,16,37059
19177,2,AUTONOMIE,16,37058
19177,2,AUTONOMIE,16,37057
19177,2,AUTONOMIE,16,37606
19177,2,AUTONOMIE,16,37594
19177,2,AUTONOMIE,16,37590
19177,2,AUTONOMIE,16,11432
19177,2,AUTONOMIE,16,11453
19177,2,AUTONOMIE,16,11452
19177,2,AUTONOMIE,16,11448
19177,2,AUTONOMIE,16,11447
19177,2,AUTONOMIE,16,11431
19177,2,AUTONOMIE,16,11417
19177,2,AUTONOMIE,16,11413
19177,2,AUTONOMIE,16,11404
19177,2,AUTONOMIE,16,11396
19177,2,AUTONOMIE,16,11352
19177,2,AUTONOMIE,16,11351
19177,2,AUTONOMIE,16,11347
19177,2,AUTONOMIE,16,11305
19177,2,AUTONOMIE,16,11273
19177,2,AUTONOMIE,16,11271
19177,2,AUTONOMIE,16,11233
19177,2,AUTONOMIE,16,11205
19177,2,AUTONOMIE,16,11192
19177,2,AUTONOMIE,16,11179
19177,2,AUTONOMIE,16,11175
19177,2,AUTONOMIE,16,11174
19177,2,AUTONOMIE,16,11147
19177,2,AUTONOMIE,16,11137
19177,2,AUTONOMIE,16,11136
19177,2,AUTONOMIE,16,11118
19177,2,AUTONOMIE,16,11117
19177,2,AUTONOMIE,16,11115
19177,2,AUTONOMIE,16,11114
19177,2,AUTONOMIE,16,11113
19177,2,AUTONOMIE,16,11112
19177,2,AUTONOMIE,16,11110
19177,2,AUTONOMIE,16,11109
19177,2,AUTONOMIE,16,11108
19177,2,AUTONOMIE,16,11107
19177,2,AUTONOMIE,16,11081
19177,2,AUTONOMIE,16,11087
19177,2,AUTONOMIE,16,43459
19177,2,AUTONOMIE,16,43453
19177,2,AUTONOMIE,16,18625
19177,2,AUTONOMIE,16,18582
19177,2,AUTONOMIE,16,18434
19177,2,AUTONOMIE,16,18435
19177,2,AUTONOMIE,16,18419
19177,2,AUTONOMIE,16,13370
19177,2,AUTONOMIE,16,13903
19177,2,AUTONOMIE,16,14199
19177,2,AUTONOMIE,16,14402
19177,2,AUTONOMIE,16,14502
19177,2,AUTONOMIE,16,14361
19177,2,AUTONOMIE,16,14038
19177,2,AUTONOMIE,16,14099
19177,2,AUTONOMIE,16,14166
19177,2,AUTONOMIE,16,14165
19177,2,AUTONOMIE,16,14117
19177,2,AUTONOMIE,16,14098
19177,2,AUTONOMIE,16,14041
19177,2,AUTONOMIE,16,14039
19177,2,AUTONOMIE,16,14015
19177,2,AUTONOMIE,16,13961
19177,2,AUTONOMIE,16,13267
19177,2,AUTONOMIE,16,13129
19177,2,AUTONOMIE,16,13128
19177,2,AUTONOMIE,16,13127
19177,2,AUTONOMIE,16,13126
19177,2,AUTONOMIE,16,13013
19177,2,AUTONOMIE,16,11609
19177,2,AUTONOMIE,16,12316
19177,2,AUTONOMIE,16,12783
19177,2,AUTONOMIE,16,12758
19177,2,AUTONOMIE,16,12578
19177,2,AUTONOMIE,16,12577
19177,2,AUTONOMIE,16,12576
19177,2,AUTONOMIE,16,12575
19177,2,AUTONOMIE,16,12568
19177,2,AUTONOMIE,16,12565
19177,2,AUTONOMIE,16,12562
19177,2,AUTONOMIE,16,12560
19177,2,AUTONOMIE,16,12526
19177,2,AUTONOMIE,16,12524
19177,2,AUTONOMIE,16,12520
19177,2,AUTONOMIE,16,12512
19177,2,AUTONOMIE,16,12507
19177,2,AUTONOMIE,16,12426
19177,2,AUTONOMIE,16,12949
19177,2,AUTONOMIE,16,12899
19177,2,AUTONOMIE,16,12373
19177,2,AUTONOMIE,16,12315
19177,2,AUTONOMIE,16,12314
19177,2,AUTONOMIE,16,12081
19177,2,AUTONOMIE,16,12239
19177,2,AUTONOMIE,16,12079
19177,2,AUTONOMIE,16,12076
19177,2,AUTONOMIE,16,12026
19177,2,AUTONOMIE,16,11991
19177,2,AUTONOMIE,16,11982
19177,2,AUTONOMIE,16,11977
19177,2,AUTONOMIE,16,11959
19177,2,AUTONOMIE,16,11932
19177,2,AUTONOMIE,16,11926
19177,2,AUTONOMIE,16,11786
19177,2,AUTONOMIE,16,11831
19177,2,AUTONOMIE,16,11870
19177,2,AUTONOMIE,16,11860
19177,2,AUTONOMIE,16,11850
19177,2,AUTONOMIE,16,11849
19177,2,AUTONOMIE,16,11845
19177,2,AUTONOMIE,16,11844
19177,2,AUTONOMIE,16,11830
19177,2,AUTONOMIE,16,11625
19177,2,AUTONOMIE,16,11608
19177,2,AUTONOMIE,16,11606
19177,2,AUTONOMIE,16,16531
19177,2,AUTONOMIE,16,14635
19177,2,AUTONOMIE,16,14719
19177,2,AUTONOMIE,16,14694
19177,2,AUTONOMIE,16,14672
19177,2,AUTONOMIE,16,14629
19177,2,AUTONOMIE,16,14564
19177,2,AUTONOMIE,16,14563
19177,2,AUTONOMIE,16,17759
19177,2,AUTONOMIE,16,17373
19177,2,AUTONOMIE,16,17871
19177,2,AUTONOMIE,16,17870
19177,2,AUTONOMIE,16,17869
19177,2,AUTONOMIE,16,17868
19177,2,AUTONOMIE,16,17867
19177,2,AUTONOMIE,16,17866
19177,2,AUTONOMIE,16,17710
19177,2,AUTONOMIE,16,15092
19177,2,AUTONOMIE,16,15197
19177,2,AUTONOMIE,16,15179
19177,2,AUTONOMIE,16,15176
19177,2,AUTONOMIE,16,15172
19177,2,AUTONOMIE,16,15109
19177,2,AUTONOMIE,16,15072
19177,2,AUTONOMIE,16,15061
19177,2,AUTONOMIE,16,15051
19177,2,AUTONOMIE,16,15050
19177,2,AUTONOMIE,16,15033
19177,2,AUTONOMIE,16,15031
19177,2,AUTONOMIE,16,15030
19177,2,AUTONOMIE,16,15029
19177,2,AUTONOMIE,16,15020
19177,2,AUTONOMIE,16,15019
19177,2,AUTONOMIE,16,15018
19177,2,AUTONOMIE,16,15017
19177,2,AUTONOMIE,16,15013
19177,2,AUTONOMIE,16,14994
19177,2,AUTONOMIE,16,14984
19177,2,AUTONOMIE,16,14965
19177,2,AUTONOMIE,16,14833
19177,2,AUTONOMIE,16,14899
19177,2,AUTONOMIE,16,14854
19177,2,AUTONOMIE,16,17014
19177,2,AUTONOMIE,16,17263
19177,2,AUTONOMIE,16,17156
19177,2,AUTONOMIE,16,17147
19177,2,AUTONOMIE,16,17130
19177,2,AUTONOMIE,16,17126
19177,2,AUTONOMIE,16,17125
19177,2,AUTONOMIE,16,17120
19177,2,AUTONOMIE,16,17119
19177,2,AUTONOMIE,16,17116
19177,2,AUTONOMIE,16,17013
19177,2,AUTONOMIE,16,17000
19177,2,AUTONOMIE,16,16969
19177,2,AUTONOMIE,16,16963
19177,2,AUTONOMIE,16,16962
19177,2,AUTONOMIE,16,16704
19177,2,AUTONOMIE,16,16823
19177,2,AUTONOMIE,16,16903
19177,2,AUTONOMIE,16,16933
19177,2,AUTONOMIE,16,16909
19177,2,AUTONOMIE,16,16900
19177,2,AUTONOMIE,16,16851
19177,2,AUTONOMIE,16,16841
19177,2,AUTONOMIE,16,16839
19177,2,AUTONOMIE,16,16813
19177,2,AUTONOMIE,16,16810
19177,2,AUTONOMIE,16,16762
19177,2,AUTONOMIE,16,16805
19177,2,AUTONOMIE,16,16800
19177,2,AUTONOMIE,16,16799
19177,2,AUTONOMIE,16,16754
19177,2,AUTONOMIE,16,16747
19177,2,AUTONOMIE,16,16743
19177,2,AUTONOMIE,16,16728
19177,2,AUTONOMIE,16,16709
19177,2,AUTONOMIE,16,16639
19177,2,AUTONOMIE,16,16676
19177,2,AUTONOMIE,16,16675
19177,2,AUTONOMIE,16,16583
19177,2,AUTONOMIE,16,16575
19177,2,AUTONOMIE,16,16574
19177,2,AUTONOMIE,16,16259
19177,2,AUTONOMIE,16,16257
19177,2,AUTONOMIE,16,16224
19177,2,AUTONOMIE,16,16223
19177,2,AUTONOMIE,16,16188
19177,2,AUTONOMIE,16,16186
19177,2,AUTONOMIE,16,16185
19177,2,AUTONOMIE,16,16184
19177,2,AUTONOMIE,16,16183
19177,2,AUTONOMIE,16,16182
19177,2,AUTONOMIE,16,16181
19177,2,AUTONOMIE,16,16180
19177,2,AUTONOMIE,16,16173
19177,2,AUTONOMIE,16,16172
19177,2,AUTONOMIE,16,13799
19177,2,AUTONOMIE,16,13792
19177,2,AUTONOMIE,16,13676
19177,2,AUTONOMIE,16,13757
19177,2,AUTONOMIE,16,13728
19177,2,AUTONOMIE,16,13726
19177,2,AUTONOMIE,16,13714
19177,2,AUTONOMIE,16,13713
19177,2,AUTONOMIE,16,13675
19177,2,AUTONOMIE,16,13662
19177,2,AUTONOMIE,16,13652
19177,2,AUTONOMIE,16,13562
19177,2,AUTONOMIE,16,13422
19177,2,AUTONOMIE,16,13395
19177,2,AUTONOMIE,16,13355
19177,2,AUTONOMIE,16,13353
19177,2,AUTONOMIE,16,13337
19177,2,AUTONOMIE,16,35578
19177,2,AUTONOMIE,16,36052
19177,2,AUTONOMIE,16,36091
19177,2,AUTONOMIE,16,36090
19177,2,AUTONOMIE,16,36084
19177,2,AUTONOMIE,16,36080
19177,2,AUTONOMIE,16,36017
19177,2,AUTONOMIE,16,35988
19177,2,AUTONOMIE,16,35987
19177,2,AUTONOMIE,16,35873
19177,2,AUTONOMIE,16,35780
19177,2,AUTONOMIE,16,35761
19177,2,AUTONOMIE,16,35720
19177,2,AUTONOMIE,16,35671
19177,2,AUTONOMIE,16,35612
19177,2,AUTONOMIE,16,35611
19177,2,AUTONOMIE,16,35610
19177,2,AUTONOMIE,16,35575
19177,2,AUTONOMIE,16,35541
19177,2,AUTONOMIE,16,35415
19177,2,AUTONOMIE,16,35384
19177,2,AUTONOMIE,16,15956
19177,2,AUTONOMIE,16,15954
19177,2,AUTONOMIE,16,15911
19177,2,AUTONOMIE,16,15909
19177,2,AUTONOMIE,16,15873
19177,2,AUTONOMIE,16,15872
19177,2,AUTONOMIE,16,15871
19177,2,AUTONOMIE,16,15870
19177,2,AUTONOMIE,16,15869
19177,2,AUTONOMIE,16,15859
19177,2,AUTONOMIE,16,15857
19177,2,AUTONOMIE,16,15814
19177,2,AUTONOMIE,16,15757
19177,2,AUTONOMIE,16,15693
19177,2,AUTONOMIE,16,15692
19177,2,AUTONOMIE,16,15691
19177,2,AUTONOMIE,16,15690
19177,2,AUTONOMIE,16,15613
19177,2,AUTONOMIE,16,15611
19177,2,AUTONOMIE,16,15610
19177,2,AUTONOMIE,16,15609
19177,2,AUTONOMIE,16,15608
19177,2,AUTONOMIE,16,15607
19177,2,AUTONOMIE,16,15606
19177,2,AUTONOMIE,16,15605
19177,2,AUTONOMIE,16,15604
19177,2,AUTONOMIE,16,15603
19177,2,AUTONOMIE,16,15590
19177,2,AUTONOMIE,16,15588
19177,2,AUTONOMIE,16,15540
19177,2,AUTONOMIE,16,15538
19177,2,AUTONOMIE,16,15537
19177,2,AUTONOMIE,16,15536
19177,2,AUTONOMIE,16,15535
19177,2,AUTONOMIE,16,15534
19177,2,AUTONOMIE,16,15533
19177,2,AUTONOMIE,16,15532
19177,2,AUTONOMIE,16,15531
19177,2,AUTONOMIE,16,15530
19177,2,AUTONOMIE,16,15520
19177,2,AUTONOMIE,16,15518
19177,2,AUTONOMIE,16,15516
19177,2,AUTONOMIE,16,15514
19177,2,AUTONOMIE,16,15463
19177,2,AUTONOMIE,16,15462
19177,2,AUTONOMIE,16,15460
19177,2,AUTONOMIE,16,15458
19177,2,AUTONOMIE,16,15455
19177,2,AUTONOMIE,16,15373
19177,2,AUTONOMIE,16,15372
19177,2,AUTONOMIE,16,15370
19177,2,AUTONOMIE,16,15367
19177,2,AUTONOMIE,16,15364
19177,2,AUTONOMIE,16,15363
19177,2,AUTONOMIE,16,15362
19177,2,AUTONOMIE,16,15361
19177,2,AUTONOMIE,16,15360
19177,2,AUTONOMIE,16,15359
19177,2,AUTONOMIE,16,15358
19177,2,AUTONOMIE,16,15357
19177,2,AUTONOMIE,16,15356
19177,2,AUTONOMIE,16,15349
19177,2,AUTONOMIE,16,15336
19177,2,AUTONOMIE,16,15334
19177,2,AUTONOMIE,16,15328
19177,2,AUTONOMIE,16,15308
19177,2,AUTONOMIE,16,15306
19177,2,AUTONOMIE,16,15304
19177,2,AUTONOMIE,16,15239
19177,2,AUTONOMIE,16,15238
19177,2,AUTONOMIE,16,15235
19177,2,AUTONOMIE,16,15230
19177,2,AUTONOMIE,16,15226
19177,2,AUTONOMIE,16,15223
19177,2,AUTONOMIE,16,15222
19177,2,AUTONOMIE,16,15221
19177,2,AUTONOMIE,16,15220
19177,2,AUTONOMIE,16,15218
19177,2,AUTONOMIE,16,15217
19177,2,AUTONOMIE,16,15214
19177,2,AUTONOMIE,16,15454
19177,2,AUTONOMIE,16,15453
19177,2,AUTONOMIE,16,15452
19177,2,AUTONOMIE,16,15451
19177,2,AUTONOMIE,16,15450
19177,2,AUTONOMIE,16,15449
19177,2,AUTONOMIE,16,15428
19177,2,AUTONOMIE,16,15426
19177,2,AUTONOMIE,16,15424
19178,1,MATHEMATIQUES,80,35052
19178,1,MATHEMATIQUES,80,34943
19178,1,MATHEMATIQUES,80,11082
19179,1,MATHEMATIQUES,120,11083
19179,1,MATHEMATIQUES,120,11094
19179,1,MATHEMATIQUES,120,11091
19180,1,"BASES DE MATHEMATIQUE",54,11084
19181,2,AUTONOMIE,6,11084
19181,2,AUTONOMIE,6,35028
19181,2,AUTONOMIE,6,35015
19181,2,AUTONOMIE,6,34306
19181,2,AUTONOMIE,6,34512
19181,2,AUTONOMIE,6,34511
19181,2,AUTONOMIE,6,34510
19181,2,AUTONOMIE,6,34509
19181,2,AUTONOMIE,6,34508
19181,2,AUTONOMIE,6,34431
19181,2,AUTONOMIE,6,34381
19181,2,AUTONOMIE,6,34305
19181,2,AUTONOMIE,6,33972
19181,2,AUTONOMIE,6,33971
19181,2,AUTONOMIE,6,33968
19181,2,AUTONOMIE,6,33964
19181,2,AUTONOMIE,6,33963
19181,2,AUTONOMIE,6,33962
19181,2,AUTONOMIE,6,33961
19181,2,AUTONOMIE,6,33960
19181,2,AUTONOMIE,6,33467
19181,2,AUTONOMIE,6,33438
19181,2,AUTONOMIE,6,33222
19181,2,AUTONOMIE,6,43116
19181,2,AUTONOMIE,6,43115
19181,2,AUTONOMIE,6,43114
19181,2,AUTONOMIE,6,38287
19181,2,AUTONOMIE,6,38209
19181,2,AUTONOMIE,6,38208
19181,2,AUTONOMIE,6,38197
19181,2,AUTONOMIE,6,38030
19181,2,AUTONOMIE,6,38036
19181,2,AUTONOMIE,6,37357
19181,2,AUTONOMIE,6,36417
19181,2,AUTONOMIE,6,36528
19181,2,AUTONOMIE,6,36562
19181,2,AUTONOMIE,6,36451
19181,2,AUTONOMIE,6,36490
19181,2,AUTONOMIE,6,36494
19181,2,AUTONOMIE,6,37489
19181,2,AUTONOMIE,6,37541
19181,2,AUTONOMIE,6,37536
19181,2,AUTONOMIE,6,37527
19181,2,AUTONOMIE,6,37526
