HAND_ID,ACTE_OBJ_ID,ACTE_BRA,ACTE_NOM,ACTE_PER,UNIE_OBJ_ID
65,19175,2,AUTONOMIE,10,14037
66,19175,2,AUTONOMIE,10,13849
67,19175,2,AUTONOMIE,10,12862
68,19175,2,AUTONOMIE,10,12682
69,19175,2,AUTONOMIE,10,17333
70,19175,2,AUTONOMIE,10,17808
71,19175,2,AUTONOMIE,10,17747
72,19175,2,AUTONOMIE,10,37885
73,19175,2,AUTONOMIE,10,37883
74,19175,2,AUTONOMIE,10,37824
75,19175,2,AUTONOMIE,10,37382
76,19175,2,AUTONOMIE,10,37336
77,19175,2,AUTONOMIE,10,36956
78,19175,2,AUTONOMIE,10,36853
79,19175,2,AUTONOMIE,10,36796
80,19175,2,AUTONOMIE,10,36728
81,19175,2,AUTONOMIE,10,36659
82,19175,2,AUTONOMIE,10,36487
83,19175,2,AUTONOMIE,10,36276
84,19175,2,AUTONOMIE,10,36275
85,19175,2,AUTONOMIE,10,36220
86,19175,2,AUTONOMIE,10,36217
87,19175,2,AUTONOMIE,10,36216
88,19175,2,AUTONOMIE,10,36165
89,19175,2,AUTONOMIE,10,36164
90,19175,2,AUTONOMIE,10,36140
91,19175,2,AUTONOMIE,10,36137
92,19175,2,AUTONOMIE,10,36117
93,19175,2,AUTONOMIE,10,36486
94,19175,2,AUTONOMIE,10,36485
95,19175,2,AUTONOMIE,10,36483
96,19175,2,AUTONOMIE,10,36358
97,19175,2,AUTONOMIE,10,36330
98,19175,2,AUTONOMIE,10,36327
99,19175,2,AUTONOMIE,10,36326
100,19175,2,AUTONOMIE,10,36320
101,19175,2,AUTONOMIE,10,36315
102,19175,2,AUTONOMIE,10,36313
103,19175,2,AUTONOMIE,10,36311
104,19175,2,AUTONOMIE,10,36357
105,19175,2,AUTONOMIE,10,36356
106,19175,2,AUTONOMIE,10,36355
107,19175,2,AUTONOMIE,10,36348
108,19175,2,AUTONOMIE,10,36347
109,19175,2,AUTONOMIE,10,37746
110,19175,2,AUTONOMIE,10,37730
111,19175,2,AUTONOMIE,10,37571
112,19175,2,AUTONOMIE,10,37567
113,19175,2,AUTONOMIE,10,37676
114,19175,2,AUTONOMIE,10,37675
115,19175,2,AUTONOMIE,10,37672
116,19175,2,AUTONOMIE,10,15101
117,19175,2,AUTONOMIE,10,14815
118,19175,2,AUTONOMIE,10,14806
119,19175,2,AUTONOMIE,10,14781
120,19175,2,AUTONOMIE,10,14706
121,19175,2,AUTONOMIE,10,14641
122,19175,2,AUTONOMIE,10,11439
123,19175,2,AUTONOMIE,10,11438
124,19175,2,AUTONOMIE,10,11426
125,19175,2,AUTONOMIE,10,11080
126,19175,2,AUTONOMIE,10,12303
127,19175,2,AUTONOMIE,10,12258
128,19175,2,AUTONOMIE,10,12093
129,19175,2,AUTONOMIE,10,11788
130,19175,2,AUTONOMIE,10,11754
131,19175,2,AUTONOMIE,10,11598
132,19175,2,AUTONOMIE,10,11597
133,19175,2,AUTONOMIE,10,17037
134,19175,2,AUTONOMIE,10,16938
135,19175,2,AUTONOMIE,10,16886
136,19175,2,AUTONOMIE,10,16832
137,19175,2,AUTONOMIE,10,16778
138,19175,2,AUTONOMIE,10,16769
139,19175,2,AUTONOMIE,10,16741
140,19175,2,AUTONOMIE,10,16706
141,19175,2,AUTONOMIE,10,16637
142,19175,2,AUTONOMIE,10,16491
143,19175,2,AUTONOMIE,10,16490
144,19175,2,AUTONOMIE,10,18483
145,19175,2,AUTONOMIE,10,18094
146,19175,2,AUTONOMIE,10,18459
147,19175,2,AUTONOMIE,10,18410
148,19175,2,AUTONOMIE,10,18337
149,19175,2,AUTONOMIE,10,18266
150,19175,2,AUTONOMIE,10,18260
151,19175,2,AUTONOMIE,10,13687
152,19175,2,AUTONOMIE,10,13299
153,19175,2,AUTONOMIE,10,13686
154,19175,2,AUTONOMIE,10,13685
155,19175,2,AUTONOMIE,10,13684
156,19175,2,AUTONOMIE,10,13681
157,19175,2,AUTONOMIE,10,13377
158,19175,2,AUTONOMIE,10,35569
159,19176,1,MATHEMATIQUES,64,34989
160,19176,1,MATHEMATIQUES,64,34945
161,19176,1,MATHEMATIQUES,64,11081
162,19176,1,MATHEMATIQUES,64,11100
163,19177,2,AUTONOMIE,16,11100
164,19177,2,AUTONOMIE,16,34945
165,19177,2,AUTONOMIE,16,34974
166,19177,2,AUTONOMIE,16,34965
167,19177,2,AUTONOMIE,16,34964
168,19177,2,AUTONOMIE,16,34963
169,19177,2,AUTONOMIE,16,34953
170,19177,2,AUTONOMIE,16,34952
171,19177,2,AUTONOMIE,16,34346
172,19177,2,AUTONOMIE,16,34386
173,19177,2,AUTONOMIE,16,34470
174,19177,2,AUTONOMIE,16,34469
175,19177,2,AUTONOMIE,16,34364
176,19177,2,AUTONOMIE,16,34378
177,19177,2,AUTONOMIE,16,34367
178,19177,2,AUTONOMIE,16,34366
179,19177,2,AUTONOMIE,16,34365
180,19177,2,AUTONOMIE,16,34363
181,19177,2,AUTONOMIE,16,34290
182,19177,2,AUTONOMIE,16,34033
183,19177,2,AUTONOMIE,16,34026
184,19177,2,AUTONOMIE,16,33975
185,19177,2,AUTONOMIE,16,35096
186,19177,2,AUTONOMIE,16,35364
187,19177,2,AUTONOMIE,16,35360
188,19177,2,AUTONOMIE,16,35342
189,19177,2,AUTONOMIE,16,35341
190,19177,2,AUTONOMIE,16,35320
191,19177,2,AUTONOMIE,16,35262
192,19177,2,AUTONOMIE,16,35214
193,19177,2,AUTONOMIE,16,35125
194,19177,2,AUTONOMIE,16,35124
195,19177,2,AUTONOMIE,16,35123
196,19177,2,AUTONOMIE,16,35119
197,19177,2,AUTONOMIE,16,35085
198,19177,2,AUTONOMIE,16,35038
199,19177,2,AUTONOMIE,16,35037
200,19177,2,AUTONOMIE,16,35036
201,19177,2,AUTONOMIE,16,35035
202,19177,2,AUTONOMIE,16,35029
203,19177,2,AUTONOMIE,16,35006
204,19177,2,AUTONOMIE,16,38002
205,19177,2,AUTONOMIE,16,37986
206,19177,2,AUTONOMIE,16,18299
207,19177,2,AUTONOMIE,16,18789
208,19177,2,AUTONOMIE,16,18942
209,19177,2,AUTONOMIE,16,32506
210,19177,2,AUTONOMIE,16,33040
211,19177,2,AUTONOMIE,16,33034
212,19177,2,AUTONOMIE,16,32791
213,19177,2,AUTONOMIE,16,18941
214,19177,2,AUTONOMIE,16,18940
215,19177,2,AUTONOMIE,16,18939
216,19177,2,AUTONOMIE,16,18890
217,19177,2,AUTONOMIE,16,18298
218,19177,2,AUTONOMIE,16,18105
219,19177,2,AUTONOMIE,16,18215
220,19177,2,AUTONOMIE,16,18213
221,19177,2,AUTONOMIE,16,18209
222,19177,2,AUTONOMIE,16,18208
223,19177,2,AUTONOMIE,16,18104
224,19177,2,AUTONOMIE,16,18084
225,19177,2,AUTONOMIE,16,18071
226,19177,2,AUTONOMIE,16,18061
227,19177,2,AUTONOMIE,16,18046
228,19177,2,AUTONOMIE,16,18014
229,19177,2,AUTONOMIE,16,18013
230,19177,2,AUTONOMIE,16,18012
231,19177,2,AUTONOMIE,16,18011
232,19177,2,AUTONOMIE,16,18010
233,19177,2,AUTONOMIE,16,18009
234,19177,2,AUTONOMIE,16,18008
235,19177,2,AUTONOMIE,16,18007
236,19177,2,AUTONOMIE,16,18006
237,19177,2,AUTONOMIE,16,18005
238,19177,2,AUTONOMIE,16,17919
239,19177,2,AUTONOMIE,16,37732
240,19177,2,AUTONOMIE,16,36346
241,19177,2,AUTONOMIE,16,36146
242,19177,2,AUTONOMIE,16,36239
243,19177,2,AUTONOMIE,16,36277
244,19177,2,AUTONOMIE,16,36291
245,19177,2,AUTONOMIE,16,36290
246,19177,2,AUTONOMIE,16,36289
247,19177,2,AUTONOMIE,16,36288
248,19177,2,AUTONOMIE,16,36173
249,19177,2,AUTONOMIE,16,36145
250,19177,2,AUTONOMIE,16,36135
251,19177,2,AUTONOMIE,16,36125
252,19177,2,AUTONOMIE,16,36124
253,19177,2,AUTONOMIE,16,36654
254,19177,2,AUTONOMIE,16,36793
255,19177,2,AUTONOMIE,16,36955
256,19177,2,AUTONOMIE,16,36954
257,19177,2,AUTONOMIE,16,36953
258,19177,2,AUTONOMIE,16,36952
259,19177,2,AUTONOMIE,16,36951
260,19177,2,AUTONOMIE,16,36950
261,19177,2,AUTONOMIE,16,36852
262,19177,2,AUTONOMIE,16,36899
263,19177,2,AUTONOMIE,16,36891
264,19177,2,AUTONOMIE,16,36890
265,19177,2,AUTONOMIE,16,36889
266,19177,2,AUTONOMIE,16,36888
267,19177,2,AUTONOMIE,16,36844
268,19177,2,AUTONOMIE,16,36843
269,19177,2,AUTONOMIE,16,36842
270,19177,2,AUTONOMIE,16,36841
271,19177,2,AUTONOMIE,16,36840
272,19177,2,AUTONOMIE,16,36783
273,19177,2,AUTONOMIE,16,36782
274,19177,2,AUTONOMIE,16,36781
275,19177,2,AUTONOMIE,16,36780
276,19177,2,AUTONOMIE,16,36777
277,19177,2,AUTONOMIE,16,36776
278,19177,2,AUTONOMIE,16,36725
279,19177,2,AUTONOMIE,16,36775
280,19177,2,AUTONOMIE,16,36710
281,19177,2,AUTONOMIE,16,36709
282,19177,2,AUTONOMIE,16,36708
283,19177,2,AUTONOMIE,16,36707
284,19177,2,AUTONOMIE,16,36704
285,19177,2,AUTONOMIE,16,36702
286,19177,2,AUTONOMIE,16,36700
287,19177,2,AUTONOMIE,16,36630
288,19177,2,AUTONOMIE,16,36629
289,19177,2,AUTONOMIE,16,36628
290,19177,2,AUTONOMIE,16,36627
291,19177,2,AUTONOMIE,16,36624
292,19177,2,AUTONOMIE,16,36622
293,19177,2,AUTONOMIE,16,36620
294,19177,2,AUTONOMIE,16,36573
295,19177,2,AUTONOMIE,16,36572
296,19177,2,AUTONOMIE,16,36571
297,19177,2,AUTONOMIE,16,36550
298,19177,2,AUTONOMIE,16,36545
299,19177,2,AUTONOMIE,16,36538
300,19177,2,AUTONOMIE,16,36464
301,19177,2,AUTONOMIE,16,36454
302,19177,2,AUTONOMIE,16,36436
303,19177,2,AUTONOMIE,16,36406
304,19177,2,AUTONOMIE,16,36391
305,19177,2,AUTONOMIE,16,37325
306,19177,2,AUTONOMIE,16,37546
307,19177,2,AUTONOMIE,16,37504
308,19177,2,AUTONOMIE,16,37503
309,19177,2,AUTONOMIE,16,37488
310,19177,2,AUTONOMIE,16,37487
311,19177,2,AUTONOMIE,16,37486
312,19177,2,AUTONOMIE,16,37485
313,19177,2,AUTONOMIE,16,37477
314,19177,2,AUTONOMIE,16,37476
315,19177,2,AUTONOMIE,16,37475
316,19177,2,AUTONOMIE,16,37474
317,19177,2,AUTONOMIE,16,37473
318,19177,2,AUTONOMIE,16,37464
319,19177,2,AUTONOMIE,16,37427
320,19177,2,AUTONOMIE,16,37426
321,19177,2,AUTONOMIE,16,37385
322,19177,2,AUTONOMIE,16,37407
323,19177,2,AUTONOMIE,16,37371
324,19177,2,AUTONOMIE,16,37307
325,19177,2,AUTONOMIE,16,37300
326,19177,2,AUTONOMIE,16,37293
327,19177,2,AUTONOMIE,16,37281
328,19177,2,AUTONOMIE,16,37279
329,19177,2,AUTONOMIE,16,37276
330,19177,2,AUTONOMIE,16,37275
331,19177,2,AUTONOMIE,16,37256
332,19177,2,AUTONOMIE,16,37195
333,19177,2,AUTONOMIE,16,37062
334,19177,2,AUTONOMIE,16,37061
335,19177,2,AUTONOMIE,16,37060
336,19177,2,AUTONOMIE,16,37059
337,19177,2,AUTONOMIE,16,37058
338,19177,2,AUTONOMIE,16,37057
339,19177,2,AUTONOMIE,16,37606
340,19177,2,AUTONOMIE,16,37594
341,19177,2,AUTONOMIE,16,37590
342,19177,2,AUTONOMIE,16,11432
343,19177,2,AUTONOMIE,16,11453
344,19177,2,AUTONOMIE,16,11452
345,19177,2,AUTONOMIE,16,11448
346,19177,2,AUTONOMIE,16,11447
347,19177,2,AUTONOMIE,16,11431
348,19177,2,AUTONOMIE,16,11417
349,19177,2,AUTONOMIE,16,11413
350,19177,2,AUTONOMIE,16,11404
351,19177,2,AUTONOMIE,16,11396
352,19177,2,AUTONOMIE,16,11352
353,19177,2,AUTONOMIE,16,11351
354,19177,2,AUTONOMIE,16,11347
355,19177,2,AUTONOMIE,16,11305
356,19177,2,AUTONOMIE,16,11273
357,19177,2,AUTONOMIE,16,11271
358,19177,2,AUTONOMIE,16,11233
359,19177,2,AUTONOMIE,16,11205
360,19177,2,AUTONOMIE,16,11192
361,19177,2,AUTONOMIE,16,11179
362,19177,2,AUTONOMIE,16,11175
363,19177,2,AUTONOMIE,16,11174
364,19177,2,AUTONOMIE,16,11147
365,19177,2,AUTONOMIE,16,11137
366,19177,2,AUTONOMIE,16,11136
367,19177,2,AUTONOMIE,16,11118
368,19177,2,AUTONOMIE,16,11117
369,19177,2,AUTONOMIE,16,11115
370,19177,2,AUTONOMIE,16,11114
371,19177,2,AUTONOMIE,16,11113
372,19177,2,AUTONOMIE,16,11112
373,19177,2,AUTONOMIE,16,11110
374,19177,2,AUTONOMIE,16,11109
375,19177,2,AUTONOMIE,16,11108
376,19177,2,AUTONOMIE,16,11107
377,19177,2,AUTONOMIE,16,11081
378,19177,2,AUTONOMIE,16,11087
379,19177,2,AUTONOMIE,16,43459
380,19177,2,AUTONOMIE,16,43453
381,19177,2,AUTONOMIE,16,18625
382,19177,2,AUTONOMIE,16,18582
383,19177,2,AUTONOMIE,16,18434
384,19177,2,AUTONOMIE,16,18435
385,19177,2,AUTONOMIE,16,18419
386,19177,2,AUTONOMIE,16,13370
387,19177,2,AUTONOMIE,16,13903
388,19177,2,AUTONOMIE,16,14199
389,19177,2,AUTONOMIE,16,14402
390,19177,2,AUTONOMIE,16,14502
391,19177,2,AUTONOMIE,16,14361
392,19177,2,AUTONOMIE,16,14038
393,19177,2,AUTONOMIE,16,14099
394,19177,2,AUTONOMIE,16,14166
395,19177,2,AUTONOMIE,16,14165
396,19177,2,AUTONOMIE,16,14117
397,19177,2,AUTONOMIE,16,14098
398,19177,2,AUTONOMIE,16,14041
399,19177,2,AUTONOMIE,16,14039
400,19177,2,AUTONOMIE,16,14015
401,19177,2,AUTONOMIE,16,13961
402,19177,2,AUTONOMIE,16,13267
403,19177,2,AUTONOMIE,16,13129
404,19177,2,AUTONOMIE,16,13128
405,19177,2,AUTONOMIE,16,13127
406,19177,2,AUTONOMIE,16,13126
407,19177,2,AUTONOMIE,16,13013
408,19177,2,AUTONOMIE,16,11609
409,19177,2,AUTONOMIE,16,12316
410,19177,2,AUTONOMIE,16,12783
411,19177,2,AUTONOMIE,16,12758
412,19177,2,AUTONOMIE,16,12578
413,19177,2,AUTONOMIE,16,12577
414,19177,2,AUTONOMIE,16,12576
415,19177,2,AUTONOMIE,16,12575
416,19177,2,AUTONOMIE,16,12568
417,19177,2,AUTONOMIE,16,12565
418,19177,2,AUTONOMIE,16,12562
419,19177,2,AUTONOMIE,16,12560
420,19177,2,AUTONOMIE,16,12526
421,19177,2,AUTONOMIE,16,12524
422,19177,2,AUTONOMIE,16,12520
423,19177,2,AUTONOMIE,16,12512
424,19177,2,AUTONOMIE,16,12507
425,19177,2,AUTONOMIE,16,12426
426,19177,2,AUTONOMIE,16,12949
427,19177,2,AUTONOMIE,16,12899
428,19177,2,AUTONOMIE,16,12373
429,19177,2,AUTONOMIE,16,12315
430,19177,2,AUTONOMIE,16,12314
431,19177,2,AUTONOMIE,16,12081
432,19177,2,AUTONOMIE,16,12239
433,19177,2,AUTONOMIE,16,12079
434,19177,2,AUTONOMIE,16,12076
435,19177,2,AUTONOMIE,16,12026
436,19177,2,AUTONOMIE,16,11991
437,19177,2,AUTONOMIE,16,11982
438,19177,2,AUTONOMIE,16,11977
439,19177,2,AUTONOMIE,16,11959
440,19177,2,AUTONOMIE,16,11932
441,19177,2,AUTONOMIE,16,11926
442,19177,2,AUTONOMIE,16,11786
443,19177,2,AUTONOMIE,16,11831
444,19177,2,AUTONOMIE,16,11870
445,19177,2,AUTONOMIE,16,11860
446,19177,2,AUTONOMIE,16,11850
447,19177,2,AUTONOMIE,16,11849
448,19177,2,AUTONOMIE,16,11845
449,19177,2,AUTONOMIE,16,11844
450,19177,2,AUTONOMIE,16,11830
451,19177,2,AUTONOMIE,16,11625
452,19177,2,AUTONOMIE,16,11608
453,19177,2,AUTONOMIE,16,11606
454,19177,2,AUTONOMIE,16,16531
455,19177,2,AUTONOMIE,16,14635
456,19177,2,AUTONOMIE,16,14719
457,19177,2,AUTONOMIE,16,14694
458,19177,2,AUTONOMIE,16,14672
459,19177,2,AUTONOMIE,16,14629
460,19177,2,AUTONOMIE,16,14564
461,19177,2,AUTONOMIE,16,14563
462,19177,2,AUTONOMIE,16,17759
463,19177,2,AUTONOMIE,16,17373
464,19177,2,AUTONOMIE,16,17871
465,19177,2,AUTONOMIE,16,17870
466,19177,2,AUTONOMIE,16,17869
467,19177,2,AUTONOMIE,16,17868
468,19177,2,AUTONOMIE,16,17867
469,19177,2,AUTONOMIE,16,17866
470,19177,2,AUTONOMIE,16,17710
471,19177,2,AUTONOMIE,16,15092
472,19177,2,AUTONOMIE,16,15197
473,19177,2,AUTONOMIE,16,15179
474,19177,2,AUTONOMIE,16,15176
475,19177,2,AUTONOMIE,16,15172
476,19177,2,AUTONOMIE,16,15109
477,19177,2,AUTONOMIE,16,15072
478,19177,2,AUTONOMIE,16,15061
479,19177,2,AUTONOMIE,16,15051
480,19177,2,AUTONOMIE,16,15050
481,19177,2,AUTONOMIE,16,15033
482,19177,2,AUTONOMIE,16,15031
483,19177,2,AUTONOMIE,16,15030
484,19177,2,AUTONOMIE,16,15029
485,19177,2,AUTONOMIE,16,15020
486,19177,2,AUTONOMIE,16,15019
487,19177,2,AUTONOMIE,16,15018
488,19177,2,AUTONOMIE,16,15017
489,19177,2,AUTONOMIE,16,15013
490,19177,2,AUTONOMIE,16,14994
491,19177,2,AUTONOMIE,16,14984
492,19177,2,AUTONOMIE,16,14965
493,19177,2,AUTONOMIE,16,14833
494,19177,2,AUTONOMIE,16,14899
495,19177,2,AUTONOMIE,16,14854
496,19177,2,AUTONOMIE,16,17014
497,19177,2,AUTONOMIE,16,17263
498,19177,2,AUTONOMIE,16,17156
499,19177,2,AUTONOMIE,16,17147
500,19177,2,AUTONOMIE,16,17130
501,19177,2,AUTONOMIE,16,17126
502,19177,2,AUTONOMIE,16,17125
503,19177,2,AUTONOMIE,16,17120
504,19177,2,AUTONOMIE,16,17119
505,19177,2,AUTONOMIE,16,17116
506,19177,2,AUTONOMIE,16,17013
507,19177,2,AUTONOMIE,16,17000
508,19177,2,AUTONOMIE,16,16969
509,19177,2,AUTONOMIE,16,16963
510,19177,2,AUTONOMIE,16,16962
511,19177,2,AUTONOMIE,16,16704
512,19177,2,AUTONOMIE,16,16823
513,19177,2,AUTONOMIE,16,16903
514,19177,2,AUTONOMIE,16,16933
515,19177,2,AUTONOMIE,16,16909
516,19177,2,AUTONOMIE,16,16900
517,19177,2,AUTONOMIE,16,16851
518,19177,2,AUTONOMIE,16,16841
519,19177,2,AUTONOMIE,16,16839
520,19177,2,AUTONOMIE,16,16813
521,19177,2,AUTONOMIE,16,16810
522,19177,2,AUTONOMIE,16,16762
523,19177,2,AUTONOMIE,16,16805
524,19177,2,AUTONOMIE,16,16800
525,19177,2,AUTONOMIE,16,16799
526,19177,2,AUTONOMIE,16,16754
527,19177,2,AUTONOMIE,16,16747
528,19177,2,AUTONOMIE,16,16743
529,19177,2,AUTONOMIE,16,16728
530,19177,2,AUTONOMIE,16,16709
531,19177,2,AUTONOMIE,16,16639
532,19177,2,AUTONOMIE,16,16676
533,19177,2,AUTONOMIE,16,16675
534,19177,2,AUTONOMIE,16,16583
535,19177,2,AUTONOMIE,16,16575
536,19177,2,AUTONOMIE,16,16574
537,19177,2,AUTONOMIE,16,16259
538,19177,2,AUTONOMIE,16,16257
539,19177,2,AUTONOMIE,16,16224
540,19177,2,AUTONOMIE,16,16223
541,19177,2,AUTONOMIE,16,16188
542,19177,2,AUTONOMIE,16,16186
543,19177,2,AUTONOMIE,16,16185
544,19177,2,AUTONOMIE,16,16184
545,19177,2,AUTONOMIE,16,16183
546,19177,2,AUTONOMIE,16,16182
547,19177,2,AUTONOMIE,16,16181
548,19177,2,AUTONOMIE,16,16180
549,19177,2,AUTONOMIE,16,16173
550,19177,2,AUTONOMIE,16,16172
551,19177,2,AUTONOMIE,16,13799
552,19177,2,AUTONOMIE,16,13792
553,19177,2,AUTONOMIE,16,13676
554,19177,2,AUTONOMIE,16,13757
555,19177,2,AUTONOMIE,16,13728
556,19177,2,AUTONOMIE,16,13726
557,19177,2,AUTONOMIE,16,13714
558,19177,2,AUTONOMIE,16,13713
559,19177,2,AUTONOMIE,16,13675
560,19177,2,AUTONOMIE,16,13662
561,19177,2,AUTONOMIE,16,13652
562,19177,2,AUTONOMIE,16,13562
563,19177,2,AUTONOMIE,16,13422
564,19177,2,AUTONOMIE,16,13395
565,19177,2,AUTONOMIE,16,13355
566,19177,2,AUTONOMIE,16,13353
567,19177,2,AUTONOMIE,16,13337
568,19177,2,AUTONOMIE,16,35578
569,19177,2,AUTONOMIE,16,36052
570,19177,2,AUTONOMIE,16,36091
571,19177,2,AUTONOMIE,16,36090
572,19177,2,AUTONOMIE,16,36084
573,19177,2,AUTONOMIE,16,36080
574,19177,2,AUTONOMIE,16,36017
575,19177,2,AUTONOMIE,16,35988
576,19177,2,AUTONOMIE,16,35987
577,19177,2,AUTONOMIE,16,35873
578,19177,2,AUTONOMIE,16,35780
579,19177,2,AUTONOMIE,16,35761
580,19177,2,AUTONOMIE,16,35720
581,19177,2,AUTONOMIE,16,35671
582,19177,2,AUTONOMIE,16,35612
583,19177,2,AUTONOMIE,16,35611
584,19177,2,AUTONOMIE,16,35610
585,19177,2,AUTONOMIE,16,35575
586,19177,2,AUTONOMIE,16,35541
587,19177,2,AUTONOMIE,16,35415
588,19177,2,AUTONOMIE,16,35384
589,19177,2,AUTONOMIE,16,15956
590,19177,2,AUTONOMIE,16,15954
591,19177,2,AUTONOMIE,16,15911
592,19177,2,AUTONOMIE,16,15909
593,19177,2,AUTONOMIE,16,15873
594,19177,2,AUTONOMIE,16,15872
595,19177,2,AUTONOMIE,16,15871
596,19177,2,AUTONOMIE,16,15870
597,19177,2,AUTONOMIE,16,15869
598,19177,2,AUTONOMIE,16,15859
599,19177,2,AUTONOMIE,16,15857
600,19177,2,AUTONOMIE,16,15814
601,19177,2,AUTONOMIE,16,15757
602,19177,2,AUTONOMIE,16,15693
603,19177,2,AUTONOMIE,16,15692
604,19177,2,AUTONOMIE,16,15691
605,19177,2,AUTONOMIE,16,15690
606,19177,2,AUTONOMIE,16,15613
607,19177,2,AUTONOMIE,16,15611
608,19177,2,AUTONOMIE,16,15610
609,19177,2,AUTONOMIE,16,15609
610,19177,2,AUTONOMIE,16,15608
611,19177,2,AUTONOMIE,16,15607
612,19177,2,AUTONOMIE,16,15606
613,19177,2,AUTONOMIE,16,15605
614,19177,2,AUTONOMIE,16,15604
615,19177,2,AUTONOMIE,16,15603
616,19177,2,AUTONOMIE,16,15590
617,19177,2,AUTONOMIE,16,15588
618,19177,2,AUTONOMIE,16,15540
619,19177,2,AUTONOMIE,16,15538
620,19177,2,AUTONOMIE,16,15537
621,19177,2,AUTONOMIE,16,15536
622,19177,2,AUTONOMIE,16,15535
623,19177,2,AUTONOMIE,16,15534
624,19177,2,AUTONOMIE,16,15533
625,19177,2,AUTONOMIE,16,15532
626,19177,2,AUTONOMIE,16,15531
627,19177,2,AUTONOMIE,16,15530
628,19177,2,AUTONOMIE,16,15520
629,19177,2,AUTONOMIE,16,15518
630,19177,2,AUTONOMIE,16,15516
631,19177,2,AUTONOMIE,16,15514
632,19177,2,AUTONOMIE,16,15463
633,19177,2,AUTONOMIE,16,15462
634,19177,2,AUTONOMIE,16,15460
635,19177,2,AUTONOMIE,16,15458
636,19177,2,AUTONOMIE,16,15455
637,19177,2,AUTONOMIE,16,15373
638,19177,2,AUTONOMIE,16,15372
639,19177,2,AUTONOMIE,16,15370
640,19177,2,AUTONOMIE,16,15367
641,19177,2,AUTONOMIE,16,15364
642,19177,2,AUTONOMIE,16,15363
643,19177,2,AUTONOMIE,16,15362
644,19177,2,AUTONOMIE,16,15361
645,19177,2,AUTONOMIE,16,15360
646,19177,2,AUTONOMIE,16,15359
647,19177,2,AUTONOMIE,16,15358
648,19177,2,AUTONOMIE,16,15357
649,19177,2,AUTONOMIE,16,15356
650,19177,2,AUTONOMIE,16,15349
651,19177,2,AUTONOMIE,16,15336
652,19177,2,AUTONOMIE,16,15334
653,19177,2,AUTONOMIE,16,15328
654,19177,2,AUTONOMIE,16,15308
655,19177,2,AUTONOMIE,16,15306
656,19177,2,AUTONOMIE,16,15304
657,19177,2,AUTONOMIE,16,15239
658,19177,2,AUTONOMIE,16,15238
659,19177,2,AUTONOMIE,16,15235
